DATA,P,RH2M,T2M,T2M_MAX,T2M_MIN,WS2M,ALLSKY_SFC_SW_DWN
1991-01-27,2.101794719696045,72.31,27.06,33.31,21.74,1.92,27.91
1991-01-28,4.20358943939209,72.69,26.41,32.8,21.93,1.9,22.37
1991-01-29,2.101794719696045,71.81,26.34,33.08,20.85,2.04,25.95
1991-01-30,0.0,70.94,25.08,31.55,20.15,1.89,28.31
1991-01-31,0.0,70.0,25.81,33.31,19.27,2.43,28.75
1991-02-01,0.0,70.0,25.64,33.57,19.62,2.58,24.04
1991-02-02,0.0,70.56,25.37,33.01,19.11,2.41,22.07
1991-02-03,0.0,72.88,25.3,31.54,19.73,2.19,23.15
1991-02-04,0.0,79.75,24.46,28.58,21.06,2.14,19.51
1991-02-05,0.0,77.25,24.73,31.23,19.97,1.95,24.93
1991-02-06,0.0,74.81,25.16,32.23,19.86,1.61,24.0
1991-02-07,0.0,75.94,25.59,32.76,19.68,2.17,24.82
1991-02-08,0.0,82.31,24.2,28.12,21.4,1.93,19.09
1991-02-09,0.0,73.81,26.27,33.65,20.3,1.91,23.29
1991-02-10,4.64642333984375,71.62,27.65,34.66,21.65,1.61,26.35
1991-02-11,0.0,73.31,27.71,33.61,22.62,1.39,24.74
1991-02-12,11.55435848236084,77.06,27.23,32.57,23.01,1.42,25.18
1991-02-13,0.0,75.12,27.83,33.01,22.21,1.43,27.66
1991-02-14,23.10871696472168,81.38,26.94,32.05,22.77,1.87,8.25
1991-02-15,0.0,77.75,27.06,32.97,22.3,1.98,21.44
1991-02-16,0.0,74.0,26.81,33.87,21.65,2.31,24.96
1991-02-17,0.0,72.44,26.15,33.08,21.06,2.05,25.33
1991-02-18,0.0,69.94,25.87,33.28,19.8,1.95,28.11
1991-02-19,0.0,71.56,26.61,34.59,19.91,1.84,17.64
1991-02-20,26.71985626220703,81.25,25.91,31.93,21.57,2.05,5.25
1991-02-21,0.0,81.31,25.45,31.18,21.51,2.26,15.54
1991-02-22,0.0,79.25,25.81,31.9,21.53,2.09,19.86
1991-02-23,0.0,71.81,27.12,34.53,21.08,1.63,25.12
1991-02-24,4.781762599945068,77.0,24.52,30.07,21.15,2.21,9.53
1991-02-25,0.0,87.5,22.08,25.29,19.97,1.95,12.31
1991-02-26,0.0,83.56,24.04,29.39,19.73,2.16,10.09
1991-02-27,18.231840133666992,87.56,23.99,27.93,21.79,2.09,13.29
1991-02-28,0.0,84.31,23.44,27.74,19.87,1.85,19.65
1991-03-01,0.0,84.94,23.83,28.51,19.9,1.7,15.52
1991-03-02,0.0,79.62,24.47,30.25,20.03,2.19,21.33
1991-03-03,0.0,80.06,24.95,31.18,20.17,2.27,21.96
1991-03-04,0.0,83.44,24.02,28.7,20.56,2.12,20.26
1991-03-05,0.0,82.06,24.27,29.67,20.89,2.51,16.92
1991-03-06,0.0,78.06,24.52,30.65,20.19,2.45,21.59
1991-03-07,0.0,81.0,24.53,30.63,19.63,2.2,18.07
1991-03-08,0.0,84.5,24.19,28.32,21.24,2.32,20.08
1991-03-09,0.0,82.62,24.58,30.25,20.7,2.3,16.4
1991-03-10,0.0,78.56,24.52,30.94,20.1,2.26,19.28
1991-03-11,0.0,78.88,24.49,30.81,20.34,1.68,19.52
1991-03-12,0.0,75.44,24.81,32.18,18.61,2.1,22.84
1991-03-13,0.0,74.0,25.89,33.95,19.23,1.98,24.98
1991-03-14,11.535831451416016,84.62,25.34,29.95,22.29,1.68,22.62
1991-03-15,23.07166290283203,83.62,25.14,29.37,21.04,2.2,10.27
1991-03-16,0.0,82.75,23.3,28.66,19.76,3.32,14.81
1991-03-17,0.0,80.69,23.07,28.7,18.53,2.63,18.52
1991-03-18,0.0,85.56,23.65,28.47,20.08,1.62,12.61
1991-03-19,7.926597595214844,85.88,24.14,28.28,20.89,1.79,18.58
1991-03-20,23.77979278564453,85.19,24.98,29.89,20.98,1.76,18.92
1991-03-21,46.58388900756836,90.62,24.12,27.63,22.08,1.78,18.99
1991-03-22,62.11184692382813,89.94,23.8,27.64,21.65,2.07,8.67
1991-03-23,31.055923461914066,93.25,23.11,25.62,21.07,2.34,13.03
1991-03-24,15.527961730957033,89.06,24.05,28.06,21.58,2.31,18.76
1991-03-25,0.0,83.5,24.62,30.37,20.3,2.15,20.02
1991-03-26,0.0,81.12,23.58,29.58,18.8,1.52,21.86
1991-03-27,0.0,82.88,22.89,28.57,17.76,1.4,21.3
1991-03-28,0.0,84.69,23.44,28.74,18.85,1.39,12.94
1991-03-29,0.0,83.44,23.72,28.84,20.3,1.41,18.37
1991-03-30,0.0,83.06,24.11,29.5,19.94,1.5,19.22
1991-03-31,0.0,80.62,23.86,29.62,19.63,1.62,20.38
1991-04-01,0.0,78.75,25.03,31.64,19.58,1.52,21.71
1991-04-02,0.0,79.12,25.5,31.32,20.26,1.67,24.11
1991-04-03,10.228119850158693,83.75,24.19,28.61,21.27,1.59,6.98
1991-04-04,0.0,85.44,24.25,28.96,20.75,1.7,13.66
1991-04-05,0.0,83.12,23.93,29.12,20.53,2.35,10.96
1991-04-06,0.0,83.62,22.38,28.01,18.7,2.34,8.36
1991-04-07,0.0,79.81,21.88,27.69,17.61,1.98,14.2
1991-04-08,0.0,77.94,22.19,28.76,17.15,1.5,20.98
1991-04-09,0.0,79.75,23.1,29.9,17.32,1.45,18.48
1991-04-10,0.0,80.81,24.61,30.71,19.93,1.66,12.94
1991-04-11,0.0,81.81,24.55,30.69,20.15,1.63,17.42
1991-04-12,0.0,80.38,24.75,30.61,20.02,1.75,19.33
1991-04-13,0.0,78.75,24.8,30.5,20.57,1.87,19.1
1991-04-14,0.0,75.56,25.2,31.98,19.91,1.99,21.3
1991-04-15,0.0,76.81,24.98,31.6,20.09,1.94,20.91
1991-04-16,0.0,80.19,24.44,30.3,20.37,1.91,15.26
1991-04-17,0.0,78.44,24.3,30.66,19.83,1.95,17.01
1991-04-18,0.0,74.38,24.53,31.9,18.58,2.02,21.37
1991-04-19,0.0,72.94,24.62,32.42,18.38,1.91,22.71
1991-04-20,0.0,74.12,23.89,31.29,18.11,1.74,21.17
1991-04-21,0.0,81.75,22.2,27.81,19.19,3.2,7.99
1991-04-22,0.0,78.19,21.61,26.74,17.58,3.23,11.08
1991-04-23,0.0,84.12,22.55,29.35,18.42,2.18,11.67
1991-04-24,0.0,80.88,23.61,29.79,19.65,1.64,17.43
1991-04-25,0.0,79.56,24.44,31.11,19.13,2.05,17.87
1991-04-26,12.764222145080565,82.06,24.18,29.06,21.16,2.0,14.09
1991-04-27,12.764222145080565,81.12,23.77,29.75,20.33,1.83,13.87
1991-04-28,0.0,75.25,24.72,32.21,18.46,1.84,19.5
1991-04-29,0.0,80.56,24.59,29.1,21.58,1.52,19.19
1991-04-30,0.0,81.62,22.76,28.03,19.06,2.13,14.78
1991-05-01,0.0,78.88,22.31,28.12,17.8,1.95,17.44
1991-05-02,0.0,77.75,21.69,27.98,17.4,1.81,19.98
1991-05-03,0.0,72.56,20.51,27.5,15.26,1.55,19.88
1991-05-04,0.0,73.19,21.38,28.69,14.95,1.39,17.11
1991-05-05,0.0,75.75,22.56,29.35,16.93,1.23,13.96
1991-05-06,0.0,77.06,22.84,29.11,17.24,1.47,14.92
1991-05-07,0.0,85.12,21.69,25.51,18.58,1.31,14.48
1991-05-08,0.0,81.62,23.09,29.56,18.55,1.5,14.59
1991-05-09,0.0,76.75,24.02,29.73,19.98,1.98,11.86
1991-05-10,0.0,75.06,21.83,27.8,17.87,2.17,12.79
1991-05-11,0.0,73.81,21.42,28.47,16.27,1.59,16.61
1991-05-12,0.0,73.0,21.48,28.82,16.15,1.86,16.8
1991-05-13,0.0,76.5,20.89,27.44,16.09,2.1,17.05
1991-05-14,9.791733741760254,79.62,21.01,27.34,17.07,2.25,11.51
1991-05-15,0.0,78.56,21.39,27.35,17.02,1.91,14.76
1991-05-16,0.0,83.19,21.59,26.76,17.84,1.6,13.11
1991-05-17,32.523204803466804,87.19,22.08,25.94,19.43,1.66,8.67
1991-05-18,0.0,92.38,20.89,23.19,19.47,2.43,7.77
1991-05-19,0.0,89.06,21.65,26.05,18.76,2.77,4.81
1991-05-20,24.39240074157715,93.69,21.07,23.38,19.71,2.8,1.8
1991-05-21,0.0,91.81,21.09,25.38,18.52,1.68,7.17
1991-05-22,0.0,87.06,22.48,27.69,18.12,1.49,13.76
1991-05-23,0.0,84.0,23.83,29.51,19.8,1.67,18.06
1991-05-24,0.0,83.94,22.74,28.03,19.26,2.13,9.82
1991-05-25,0.0,83.88,22.23,27.88,18.29,1.34,13.53
1991-05-26,0.0,85.75,21.55,26.83,17.92,1.88,10.28
1991-05-27,0.0,84.62,20.99,26.4,17.55,2.02,15.6
1991-05-28,0.0,84.25,20.67,26.03,17.13,2.24,13.31
1991-05-29,0.0,81.94,20.41,26.08,17.05,2.38,14.21
1991-05-30,0.0,83.69,20.43,25.85,16.86,2.36,13.54
1991-05-31,0.0,82.06,20.31,25.88,16.23,2.31,16.49
1991-06-01,0.0,85.5,20.05,26.14,16.11,2.12,9.61
1991-06-02,0.0,84.5,19.86,25.39,15.36,2.09,12.74
1991-06-03,0.0,85.25,20.0,25.36,15.48,2.16,13.56
1991-06-04,0.0,91.62,18.94,23.88,15.51,2.02,10.13
1991-06-05,0.0,86.62,19.86,25.63,16.32,1.7,12.88
1991-06-06,0.0,82.5,20.15,26.57,15.48,1.24,13.97
1991-06-07,0.0,85.19,21.28,27.69,16.02,1.39,14.41
1991-06-08,0.0,83.75,21.73,26.83,18.12,1.32,12.49
1991-06-09,0.0,81.38,21.52,27.0,17.15,1.52,13.47
1991-06-10,0.0,79.0,20.32,24.87,16.31,3.03,9.09
1991-06-11,37.19318008422852,84.62,18.51,23.08,15.23,1.94,7.76
1991-06-12,0.0,84.5,19.4,25.39,14.92,1.27,9.91
1991-06-13,0.0,89.31,20.15,24.65,17.39,2.22,10.07
1991-06-14,0.0,86.19,20.6,26.14,17.37,1.8,9.39
1991-06-15,0.0,85.56,20.72,26.05,17.29,1.71,12.27
1991-06-16,0.0,89.94,20.4,24.93,17.69,1.48,7.68
1991-06-17,0.0,83.31,21.06,27.22,16.88,1.52,10.53
1991-06-18,0.0,79.38,20.57,28.21,14.87,1.44,15.18
1991-06-19,0.0,78.62,21.68,29.12,15.91,2.06,17.85
1991-06-20,0.0,76.31,21.3,28.58,15.59,2.26,17.63
1991-06-21,0.0,81.5,21.37,27.51,16.55,1.73,14.73
1991-06-22,0.0,79.56,21.68,28.4,16.57,1.98,14.71
1991-06-23,0.0,75.12,20.62,27.88,15.81,1.77,15.12
1991-06-24,0.0,79.12,20.0,27.19,13.95,1.59,13.89
1991-06-25,0.0,77.25,21.0,27.52,16.31,1.57,14.32
1991-06-26,0.0,79.38,20.42,26.53,15.55,1.83,12.0
1991-06-27,0.0,85.19,20.34,26.29,16.2,2.11,11.57
1991-06-28,0.0,80.62,20.12,26.26,15.94,2.02,11.45
1991-06-29,0.0,77.12,19.68,27.14,13.76,1.71,16.3
1991-06-30,0.0,77.38,20.97,28.26,15.59,1.28,17.45
1991-07-01,0.0,80.06,20.88,26.58,17.16,1.97,15.0
1991-07-02,11.558730125427244,80.25,21.25,27.76,16.58,1.58,12.65
1991-07-03,0.0,77.25,21.63,28.88,16.23,1.43,15.23
1991-07-04,0.0,74.25,21.97,29.87,15.65,1.5,17.9
1991-07-05,0.0,77.12,21.32,27.78,16.23,2.2,11.55
1991-07-06,0.0,75.62,20.1,26.29,15.81,2.06,12.8
1991-07-07,0.0,76.62,19.87,26.49,14.73,1.52,14.35
1991-07-08,8.460562705993652,73.31,19.33,25.97,14.01,1.7,11.32
1991-07-09,0.0,70.56,19.13,26.62,13.51,1.35,16.47
1991-07-10,0.0,74.5,20.15,27.37,15.33,1.02,18.23
1991-07-11,0.0,70.06,21.67,31.16,14.01,1.67,17.66
1991-07-12,0.0,75.12,21.88,29.84,15.87,2.18,15.68
1991-07-13,0.0,74.38,21.3,29.1,15.55,2.02,15.13
1991-07-14,0.0,76.0,21.12,28.12,15.01,1.92,15.53
1991-07-15,10.347652435302734,85.94,20.76,25.85,17.9,2.52,10.5
1991-07-16,7.319509983062744,83.81,20.66,26.48,17.45,2.47,11.57
1991-07-17,9.149388313293457,84.75,20.25,25.83,16.79,2.35,12.24
1991-07-18,10.407428741455078,83.12,20.34,25.65,16.43,2.44,12.6
1991-07-19,0.0,85.69,20.12,25.61,16.54,2.62,11.7
1991-07-20,0.0,81.0,19.37,24.29,16.08,2.68,13.62
1991-07-21,0.0,84.69,19.08,23.15,16.35,2.5,11.54
1991-07-22,0.0,84.12,19.17,23.48,15.84,2.3,13.12
1991-07-23,0.0,81.5,18.85,24.51,14.59,1.7,12.8
1991-07-24,0.0,81.44,18.76,25.09,13.1,1.66,14.85
1991-07-25,0.0,79.31,19.08,25.47,14.56,1.98,14.92
1991-07-26,7.553240776062013,87.25,18.71,24.28,14.48,2.18,14.39
1991-07-27,11.444303512573242,85.44,19.26,24.26,16.09,2.67,10.77
1991-07-28,0.0,84.19,19.08,24.46,15.94,3.02,15.43
1991-07-29,0.0,84.5,19.0,24.08,16.0,2.95,13.81
1991-07-30,0.0,85.88,18.83,23.12,15.32,2.7,15.17
1991-07-31,0.0,86.0,18.86,24.54,15.05,2.48,14.0
1991-08-01,0.0,80.75,19.21,25.94,14.13,1.75,18.14
1991-08-02,0.0,80.69,19.33,26.19,14.15,1.84,15.85
1991-08-03,6.621860027313232,88.25,16.77,19.98,14.69,3.08,6.84
1991-08-04,0.0,81.5,16.91,21.56,12.42,2.52,7.55
1991-08-05,0.0,79.56,17.76,24.52,12.13,1.6,10.96
1991-08-06,0.0,78.31,18.66,26.4,11.68,1.52,14.36
1991-08-07,0.0,77.69,20.04,28.19,13.48,1.9,18.53
1991-08-08,0.0,77.38,20.13,28.47,13.63,2.05,19.22
1991-08-09,0.0,75.44,20.6,29.54,13.5,1.95,17.39
1991-08-10,0.0,76.0,21.42,30.57,14.64,1.99,21.24
1991-08-11,0.0,74.19,21.0,29.83,14.16,2.04,21.27
1991-08-12,0.0,77.38,20.33,28.19,14.1,2.08,14.75
1991-08-13,6.307798385620117,82.62,20.82,27.12,15.83,2.52,12.33
1991-08-14,6.166049480438232,81.12,20.44,26.04,15.9,3.96,10.74
1991-08-15,0.0,79.69,17.37,21.51,14.26,3.51,11.34
1991-08-16,0.0,74.62,17.59,21.91,14.98,3.77,13.46
1991-08-17,0.0,78.0,17.83,23.01,14.0,3.58,13.37
1991-08-18,0.0,81.62,19.05,24.49,15.67,3.7,13.56
1991-08-19,0.0,85.38,20.22,25.08,17.49,4.04,10.59
1991-08-20,8.80805778503418,82.25,19.19,23.15,16.05,3.56,10.06
1991-08-21,0.0,83.25,18.69,23.59,16.06,2.55,14.57
1991-08-22,9.037248611450195,82.75,19.55,24.63,15.82,2.98,13.49
1991-08-23,0.0,82.56,19.09,24.76,14.68,2.77,16.72
1991-08-24,0.0,79.25,18.89,24.73,14.66,2.16,13.9
1991-08-25,0.0,80.94,18.74,24.76,13.99,1.86,15.0
1991-08-26,0.0,84.25,18.93,25.59,12.75,2.25,12.94
1991-08-27,0.0,81.0,20.11,26.49,15.27,2.12,15.71
1991-08-28,0.0,79.56,19.87,26.52,14.18,2.34,21.39
1991-08-29,0.0,74.25,19.62,26.76,13.67,2.15,18.35
1991-08-30,0.0,74.75,19.57,26.87,12.73,2.25,19.07
1991-08-31,0.0,77.44,19.88,26.87,14.59,1.88,18.3
1991-09-01,0.0,74.62,19.91,27.3,14.12,1.66,19.4
1991-09-02,0.0,82.25,19.62,25.31,15.26,3.09,11.73
1991-09-03,0.0,79.94,18.47,24.7,14.52,3.34,11.78
1991-09-04,0.0,77.0,18.27,25.21,13.6,2.66,13.2
1991-09-05,0.0,74.0,18.3,25.21,11.94,2.4,12.27
1991-09-06,0.0,67.62,18.49,26.15,11.66,2.48,17.02
1991-09-07,0.0,70.75,18.62,25.79,12.55,1.91,18.83
1991-09-08,0.0,73.0,19.33,27.18,12.98,1.62,21.32
1991-09-09,0.0,70.56,20.15,28.9,12.94,1.97,19.22
1991-09-10,0.0,73.38,20.3,28.14,13.24,2.05,18.17
1991-09-11,0.0,81.12,21.38,27.12,17.47,1.73,17.0
1991-09-12,0.0,72.44,23.05,31.08,16.22,2.04,20.73
1991-09-13,0.0,72.38,23.0,31.16,17.19,2.39,16.09
1991-09-14,0.0,68.75,23.72,32.12,17.48,2.86,19.92
1991-09-15,0.0,70.69,23.8,32.12,17.61,2.55,20.71
1991-09-16,0.0,71.81,23.23,30.58,17.64,2.51,16.48
1991-09-17,14.957662582397461,72.5,23.29,30.47,18.19,2.41,15.9
1991-09-18,0.0,70.5,23.62,32.08,17.33,2.52,20.86
1991-09-19,0.0,68.12,24.35,33.81,16.45,2.42,25.01
1991-09-20,0.0,76.5,23.13,30.55,18.7,2.73,5.23
1991-09-21,0.0,87.75,19.81,23.3,17.81,2.94,3.61
1991-09-22,38.02306747436523,88.94,20.36,24.31,17.73,1.82,5.76
1991-09-23,0.0,77.88,22.64,29.75,16.18,1.67,20.78
1991-09-24,0.0,76.44,23.4,30.3,17.38,2.27,19.01
1991-09-25,0.0,77.75,23.05,29.57,18.28,2.55,17.38
1991-09-26,0.0,77.19,22.95,29.62,18.34,2.33,11.28
1991-09-27,0.0,76.5,21.19,27.51,17.22,3.66,16.4
1991-09-28,0.0,72.56,22.27,30.45,16.15,2.32,20.06
1991-09-29,0.0,68.12,24.85,34.2,16.6,2.12,24.28
1991-09-30,11.039258003234863,64.06,26.89,35.95,19.59,2.91,20.98
1991-10-01,16.812129974365234,67.5,27.62,36.19,20.8,2.46,6.99
1991-10-02,16.812129974365234,82.56,24.28,27.92,21.37,2.25,5.43
1991-10-03,0.0,69.75,25.46,33.33,19.33,2.1,15.96
1991-10-04,16.812129974365234,78.25,23.12,29.55,19.33,3.56,7.84
1991-10-05,0.0,76.44,23.04,30.12,18.42,3.53,12.36
1991-10-06,0.0,70.75,24.44,32.89,17.95,2.7,21.1
1991-10-07,0.0,68.88,25.9,35.19,18.43,2.72,17.58
1991-10-08,0.0,76.94,21.83,27.91,18.37,4.19,8.72
1991-10-09,0.0,74.56,22.37,29.42,17.55,3.37,12.41
1991-10-10,0.0,74.0,24.26,32.08,18.21,2.55,17.36
1991-10-11,0.0,64.31,24.96,34.21,17.13,2.86,25.91
1991-10-12,0.0,75.88,23.23,29.93,19.3,3.35,10.39
1991-10-13,0.0,80.0,22.26,28.48,18.63,3.26,14.42
1991-10-14,0.0,77.25,22.45,28.83,18.11,3.06,18.79
1991-10-15,0.0,77.31,22.73,29.26,17.42,2.88,21.55
1991-10-16,0.0,75.31,23.28,30.49,18.31,3.11,21.53
1991-10-17,0.0,73.5,23.55,31.46,17.03,3.13,19.11
1991-10-18,0.0,70.62,24.09,31.75,18.08,3.3,22.4
1991-10-19,0.0,71.88,22.93,30.19,18.09,3.14,18.73
1991-10-20,0.0,70.81,22.41,29.75,16.54,2.89,22.14
1991-10-21,0.0,73.88,21.29,27.12,16.05,2.52,21.39
1991-10-22,0.0,74.81,21.99,28.87,16.81,2.59,22.11
1991-10-23,0.0,73.62,22.36,29.23,17.37,2.47,20.73
1991-10-24,0.0,74.25,22.51,29.56,17.41,2.96,17.58
1991-10-25,0.0,76.38,22.26,28.4,17.9,3.15,20.43
1991-10-26,0.0,77.56,22.4,29.23,17.37,3.16,20.5
1991-10-27,0.0,75.0,23.22,30.27,18.01,2.8,20.68
1991-10-28,0.0,72.88,23.09,30.37,17.42,2.61,21.7
1991-10-29,0.0,69.12,23.81,31.84,17.87,2.61,23.51
1991-10-30,0.0,66.5,24.54,33.15,17.74,3.03,24.5
1991-10-31,0.0,63.44,25.91,35.65,17.8,2.49,28.36
1991-11-01,0.0,67.94,25.87,34.29,19.62,2.53,17.21
1991-11-02,4.954425811767578,67.31,25.96,33.88,20.47,2.62,15.12
1991-11-03,14.86327838897705,75.44,25.43,30.84,21.58,2.56,9.27
1991-11-04,4.954425811767578,77.81,25.76,31.7,21.48,2.36,15.05
1991-11-05,0.0,78.56,25.19,31.12,21.41,1.98,19.3
1991-11-06,0.0,78.94,24.33,30.17,20.9,3.11,21.02
1991-11-07,0.0,78.75,25.13,31.4,20.89,2.4,23.73
1991-11-08,33.002426147460945,83.19,24.42,28.38,21.36,1.6,9.66
1991-11-09,8.250606536865233,81.25,25.58,31.08,21.08,1.84,18.62
1991-11-10,37.71706008911133,87.38,24.12,27.63,21.67,2.48,15.84
1991-11-11,0.0,84.69,22.8,27.29,19.65,3.47,16.69
1991-11-12,0.0,84.81,22.7,27.3,18.38,1.92,16.37
1991-11-13,24.81102561950684,85.19,24.26,28.91,21.22,3.27,11.51
1991-11-14,16.54068374633789,85.19,23.3,27.1,21.05,2.84,11.28
1991-11-15,0.0,84.62,22.27,25.44,20.09,2.9,21.33
1991-11-16,5.470188617706299,83.5,23.59,27.89,19.59,3.08,12.68
1991-11-17,5.470188617706299,87.19,24.09,27.49,21.23,2.17,17.06
1991-11-18,0.0,85.31,24.98,29.44,20.96,1.47,22.52
1991-11-19,0.0,83.69,25.0,28.8,21.73,0.99,22.15
1991-11-20,10.940377235412598,82.62,24.87,29.85,20.44,1.33,16.61
1991-11-21,4.144840717315674,87.94,22.52,25.29,19.22,2.3,9.37
1991-11-22,24.86904144287109,84.0,21.83,27.08,18.01,2.39,3.44
1991-11-23,12.434520721435547,88.56,21.02,25.17,17.98,1.73,8.23
1991-11-24,4.144840717315674,87.62,21.79,26.12,18.43,1.8,11.28
1991-11-25,8.289681434631348,82.5,22.88,28.92,17.68,2.38,13.41
1991-11-26,0.0,81.25,23.94,30.06,19.43,2.29,26.45
1991-11-27,0.0,76.94,24.8,31.48,18.9,2.02,29.92
1991-11-28,0.0,82.62,23.35,27.55,19.68,2.26,16.74
1991-11-29,0.0,81.56,23.62,29.32,19.15,2.3,18.83
1991-11-30,0.0,70.56,24.63,31.34,18.41,1.97,30.14
1991-12-01,18.789648056030273,76.69,25.36,31.64,20.66,2.27,13.6
1991-12-02,0.0,85.0,22.9,25.46,20.76,1.87,8.48
1991-12-03,0.0,88.06,21.58,25.34,18.96,2.28,7.63
1991-12-04,0.0,90.44,20.36,23.48,18.38,1.97,16.89
1991-12-05,0.0,85.12,23.06,28.94,18.37,1.54,16.23
1991-12-06,0.0,85.31,23.44,26.96,20.16,1.57,24.8
1991-12-07,4.884405612945557,86.0,23.09,26.65,19.9,1.92,23.28
1991-12-08,4.884405612945557,78.31,23.94,28.93,20.57,2.9,22.54
1991-12-09,14.653216361999512,84.62,24.02,29.76,20.37,1.95,15.91
1991-12-10,9.768811225891113,87.0,24.73,29.1,21.91,2.47,21.25
1991-12-11,13.98608112335205,88.25,24.09,26.98,22.08,2.78,18.2
1991-12-12,20.979122161865234,84.38,24.58,28.76,21.64,2.52,18.58
1991-12-13,0.0,75.5,26.58,32.14,20.14,1.12,27.26
1991-12-14,6.993040561676025,82.62,26.4,30.77,22.65,1.61,23.92
1991-12-15,0.0,79.0,25.65,31.92,21.14,1.97,27.66
1991-12-16,0.0,76.62,25.59,32.54,19.52,1.8,28.18
1991-12-17,0.0,74.38,26.14,33.39,19.12,1.34,30.21
1991-12-18,0.0,76.44,25.81,32.33,19.43,1.49,25.3
1991-12-19,7.154013633728027,76.5,25.94,32.35,20.45,1.68,27.42
1991-12-20,7.154013633728027,76.19,24.79,31.56,19.33,2.27,26.88
1991-12-21,0.0,75.19,24.08,31.2,17.93,2.34,23.67
1991-12-22,0.0,78.44,24.96,31.06,19.86,2.2,27.96
1991-12-23,0.0,76.5,25.51,31.62,20.74,2.24,26.49
1991-12-24,0.0,74.69,25.39,31.92,20.08,2.04,30.21
1991-12-25,0.0,75.06,25.36,32.15,19.47,1.98,28.46
1991-12-26,0.0,71.94,26.01,32.98,19.82,2.05,30.84
1991-12-27,0.0,68.38,26.51,33.83,20.08,2.38,31.04
1991-12-28,0.0,68.81,25.83,32.87,19.64,2.07,24.24
1991-12-29,0.0,72.44,25.08,31.18,20.4,2.51,26.91
1991-12-30,0.0,75.75,25.21,31.21,19.88,2.43,20.67
1991-12-31,7.303129196166992,82.31,24.69,29.9,21.02,2.69,16.04
1992-01-01,10.143189430236816,83.75,24.33,28.78,20.97,1.91,21.19
1992-01-02,10.143189430236816,80.38,24.99,29.88,20.37,1.79,22.92
1992-01-03,10.143189430236816,79.94,25.48,30.55,21.37,2.2,27.04
1992-01-04,20.286378860473636,78.19,26.01,32.43,20.35,2.23,22.08
1992-01-05,10.143189430236816,82.06,25.08,30.61,20.47,1.73,16.38
1992-01-06,30.75380897521973,89.06,23.66,25.76,21.24,1.35,12.2
1992-01-07,0.0,81.75,24.79,31.13,19.9,1.64,19.57
1992-01-08,0.0,85.69,23.48,28.37,20.52,2.03,19.52
1992-01-09,7.6884522438049325,89.44,23.96,27.63,21.04,1.95,16.4
1992-01-10,7.6884522438049325,87.88,24.34,29.68,20.8,2.99,11.08
1992-01-11,0.0,90.44,22.33,24.8,20.55,2.95,19.42
1992-01-12,7.07664680480957,89.88,23.56,27.8,20.07,2.01,6.08
1992-01-13,21.229938507080078,91.44,22.4,25.17,20.69,2.85,10.14
1992-01-14,56.61317443847656,88.75,22.64,26.11,19.99,2.85,4.02
1992-01-15,14.15329360961914,89.06,22.61,25.51,20.24,2.88,11.4
1992-01-16,0.0,83.81,24.02,28.88,20.13,2.52,18.41
1992-01-17,6.749863624572754,82.31,25.38,30.32,21.17,1.97,27.99
1992-01-18,0.0,82.94,25.42,29.86,21.36,1.82,24.93
1992-01-19,13.499727249145508,89.44,24.56,27.69,22.01,2.01,16.36
1992-01-20,26.999454498291016,89.19,23.26,26.23,20.91,1.55,10.69
1992-01-21,9.723798751831056,89.94,23.59,27.51,20.96,1.81,16.63
1992-01-22,9.723798751831056,90.94,23.31,27.02,20.69,2.23,22.48
1992-01-23,19.44759750366211,91.38,23.01,26.63,20.28,2.2,14.41
1992-01-24,19.44759750366211,88.88,23.11,27.23,20.15,2.36,15.92
1992-01-25,0.0,92.25,22.14,24.52,20.32,1.98,12.02
1992-01-26,8.087776184082031,89.06,22.01,24.82,18.87,1.95,17.5
1992-01-27,24.26332855224609,89.69,23.42,27.53,19.77,2.19,15.94
1992-01-28,8.087776184082031,91.56,23.08,25.65,21.19,2.95,13.55
1992-01-29,16.175552368164062,91.69,22.87,25.7,20.94,3.17,15.19
1992-01-30,0.0,88.69,23.36,27.19,20.9,2.95,11.1
1992-01-31,0.0,89.62,22.78,25.97,20.23,2.54,13.25
1992-02-01,9.7783842086792,87.88,23.0,27.48,18.89,1.89,14.87
1992-02-02,9.7783842086792,88.75,22.55,25.98,20.03,1.76,6.78
1992-02-03,19.5567684173584,91.94,21.26,23.83,19.4,2.27,5.79
1992-02-04,9.7783842086792,91.0,21.8,25.22,18.88,1.27,7.83
1992-02-05,0.0,90.56,22.32,26.06,20.05,2.3,10.86
1992-02-06,0.0,90.06,21.23,24.99,18.15,2.07,10.37
1992-02-07,13.306421279907227,90.62,21.37,24.36,18.51,1.89,12.19
1992-02-08,39.91926574707031,90.38,22.04,25.96,19.16,2.27,7.86
1992-02-09,0.0,91.62,21.0,23.93,18.8,1.67,12.6
1992-02-10,0.0,89.19,21.94,26.13,18.33,1.53,14.7
1992-02-11,0.0,92.88,21.36,23.84,19.44,1.52,11.62
1992-02-12,22.41912269592285,91.19,22.43,26.14,19.2,1.88,19.5
1992-02-13,0.0,89.38,22.84,26.41,20.19,1.9,20.13
1992-02-14,0.0,88.81,23.02,27.88,19.58,2.2,13.85
1992-02-15,0.0,87.19,23.14,28.46,19.12,2.08,18.96
1992-02-16,0.0,86.75,23.22,28.24,19.24,1.98,19.92
